id	freq	dec_entity	alpha_entity	scr_code	pl_name
25040	0000010008	&#25040;	&#25040;	CJK	_cjk
25041	0000000009	&#25041;	&#25041;	CJK	_cjk
25042	0000000604	&#25042;	&#25042;	CJK	_cjk
25043	0000000001	&#25043;	&#25043;	CJK	_cjk
25049	0000000001	&#25049;	&#25049;	CJK	_cjk
25054	0000000006	&#25054;	&#25054;	CJK	_cjk
25055	0000000004	&#25055;	&#25055;	CJK	_cjk
25059	0000000014	&#25059;	&#25059;	CJK	_cjk
25062	0000000093	&#25062;	&#25062;	CJK	_cjk
25063	0000000001	&#25063;	&#25063;	CJK	_cjk
25064	0000000002	&#25064;	&#25064;	CJK	_cjk
25074	0000001330	&#25074;	&#25074;	CJK	_cjk
25076	0000000002	&#25076;	&#25076;	CJK	_cjk
25077	0000000066	&#25077;	&#25077;	CJK	_cjk
25078	0000001124	&#25078;	&#25078;	CJK	_cjk
25079	0000001683	&#25079;	&#25079;	CJK	_cjk
25080	0000003490	&#25080;	&#25080;	CJK	_cjk
25081	0000000001	&#25081;	&#25081;	CJK	_cjk
25082	0000000300	&#25082;	&#25082;	CJK	_cjk
25084	0000000278	&#25084;	&#25084;	CJK	_cjk
25086	0000000007	&#25086;	&#25086;	CJK	_cjk
25087	0000000039	&#25087;	&#25087;	CJK	_cjk
25088	0000001314	&#25088;	&#25088;	CJK	_cjk
25094	0000000002	&#25094;	&#25094;	CJK	_cjk
25095	0000000008	&#25095;	&#25095;	CJK	_cjk
25096	0000000562	&#25096;	&#25096;	CJK	_cjk
25098	0000000053	&#25098;	&#25098;	CJK	_cjk
25100	0000000101	&#25100;	&#25100;	CJK	_cjk
25101	0000000003	&#25101;	&#25101;	CJK	_cjk
25102	0000000170	&#25102;	&#25102;	CJK	_cjk
25103	0000004100	&#25103;	&#25103;	CJK	_cjk
25104	0000110223	&#25104;	&#25104;	CJK	_cjk
25105	0000249960	&#25105;	&#25105;	CJK	_cjk
25106	0000003203	&#25106;	&#25106;	CJK	_cjk
25108	0000000005	&#25108;	&#25108;	CJK	_cjk
25109	0000000010	&#25109;	&#25109;	CJK	_cjk
25110	0000013126	&#25110;	&#25110;	CJK	_cjk
25112	0000007015	&#25112;	&#25112;	CJK	_cjk
25114	0000002749	&#25114;	&#25114;	CJK	_cjk
25115	0000000024	&#25115;	&#25115;	CJK	_cjk
25118	0000000002	&#25118;	&#25118;	CJK	_cjk
25119	0000000056	&#25119;	&#25119;	CJK	_cjk
25121	0000000003	&#25121;	&#25121;	CJK	_cjk
25122	0000000003	&#25122;	&#25122;	CJK	_cjk
25125	0000000001	&#25125;	&#25125;	CJK	_cjk
25126	0000061079	&#25126;	&#25126;	CJK	_cjk
25129	0000000002	&#25129;	&#25129;	CJK	_cjk
25130	0000001504	&#25130;	&#25130;	CJK	_cjk
25134	0000000336	&#25134;	&#25134;	CJK	_cjk
25135	0000003570	&#25135;	&#25135;	CJK	_cjk
25136	0000003608	&#25136;	&#25136;	CJK	_cjk
25138	0000002923	&#25138;	&#25138;	CJK	_cjk
25139	0000000181	&#25139;	&#25139;	CJK	_cjk
25140	0000002346	&#25140;	&#25140;	CJK	_cjk
25142	0000001729	&#25142;	&#25142;	CJK	_cjk
25143	0000007717	&#25143;	&#25143;	CJK	_cjk
25144	0000014879	&#25144;	&#25144;	CJK	_cjk
25147	0000024554	&#25147;	&#25147;	CJK	_cjk
25150	0000000017	&#25150;	&#25150;	CJK	_cjk
25151	0000015121	&#25151;	&#25151;	CJK	_cjk
25152	0000095672	&#25152;	&#25152;	CJK	_cjk
25153	0000002654	&#25153;	&#25153;	CJK	_cjk
25155	0000000001	&#25155;	&#25155;	CJK	_cjk
25159	0000001942	&#25159;	&#25159;	CJK	_cjk
25160	0000000120	&#25160;	&#25160;	CJK	_cjk
25161	0000001813	&#25161;	&#25161;	CJK	_cjk
25163	0000225273	&#25163;	&#25163;	CJK	_cjk
25164	0000000007	&#25164;	&#25164;	CJK	_cjk
25165	0000031201	&#25165;	&#25165;	CJK	_cjk
25166	0000000835	&#25166;	&#25166;	CJK	_cjk
25169	0000000316	&#25169;	&#25169;	CJK	_cjk
25170	0000000163	&#25170;	&#25170;	CJK	_cjk
25171	0000052465	&#25171;	&#25171;	CJK	_cjk
25172	0000000511	&#25172;	&#25172;	CJK	_cjk
25173	0000013908	&#25173;	&#25173;	CJK	_cjk
25176	0000002075	&#25176;	&#25176;	CJK	_cjk
25179	0000000171	&#25179;	&#25179;	CJK	_cjk
25182	0000000001	&#25182;	&#25182;	CJK	_cjk
25184	0000000001	&#25184;	&#25184;	CJK	_cjk
25187	0000001041	&#25187;	&#25187;	CJK	_cjk
25189	0000000002	&#25189;	&#25189;	CJK	_cjk
25191	0000001854	&#25191;	&#25191;	CJK	_cjk
25192	0000000003	&#25192;	&#25192;	CJK	_cjk
25193	0000001303	&#25193;	&#25193;	CJK	_cjk
25194	0000000005	&#25194;	&#25194;	CJK	_cjk
25195	0000000713	&#25195;	&#25195;	CJK	_cjk
25196	0000000920	&#25196;	&#25196;	CJK	_cjk
25197	0000000756	&#25197;	&#25197;	CJK	_cjk
25198	0000000900	&#25198;	&#25198;	CJK	_cjk
25199	0000001064	&#25199;	&#25199;	CJK	_cjk
25200	0000001278	&#25200;	&#25200;	CJK	_cjk
25201	0000011991	&#25201;	&#25201;	CJK	_cjk
25202	0000000002	&#25202;	&#25202;	CJK	_cjk
25203	0000000062	&#25203;	&#25203;	CJK	_cjk
25205	0000000001	&#25205;	&#25205;	CJK	_cjk
25206	0000000772	&#25206;	&#25206;	CJK	_cjk
25209	0000011967	&#25209;	&#25209;	CJK	_cjk
25210	0000000009	&#25210;	&#25210;	CJK	_cjk
25212	0000000122	&#25212;	&#25212;	CJK	_cjk
25213	0000000001	&#25213;	&#25213;	CJK	_cjk
25214	0000012657	&#25214;	&#25214;	CJK	_cjk
25215	0000007969	&#25215;	&#25215;	CJK	_cjk
25216	0000033059	&#25216;	&#25216;	CJK	_cjk
25218	0000000001	&#25218;	&#25218;	CJK	_cjk
25220	0000001521	&#25220;	&#25220;	CJK	_cjk
25225	0000000329	&#25225;	&#25225;	CJK	_cjk
25226	0000025786	&#25226;	&#25226;	CJK	_cjk
25233	0000003740	&#25233;	&#25233;	CJK	_cjk
25234	0000000162	&#25234;	&#25234;	CJK	_cjk
25235	0000002888	&#25235;	&#25235;	CJK	_cjk
25236	0000000001	&#25236;	&#25236;	CJK	_cjk
25237	0000048611	&#25237;	&#25237;	CJK	_cjk
25238	0000000686	&#25238;	&#25238;	CJK	_cjk
25239	0000010235	&#25239;	&#25239;	CJK	_cjk
25240	0000015303	&#25240;	&#25240;	CJK	_cjk
25242	0000000130	&#25242;	&#25242;	CJK	_cjk
25243	0000000458	&#25243;	&#25243;	CJK	_cjk
25244	0000030125	&#25244;	&#25244;	CJK	_cjk
25246	0000009838	&#25246;	&#25246;	CJK	_cjk
25248	0000000051	&#25248;	&#25248;	CJK	_cjk
25249	0000000002	&#25249;	&#25249;	CJK	_cjk
25250	0000001427	&#25250;	&#25250;	CJK	_cjk
25252	0000002756	&#25252;	&#25252;	CJK	_cjk
25253	0000020212	&#25253;	&#25253;	CJK	_cjk
25256	0000000086	&#25256;	&#25256;	CJK	_cjk
25257	0000000001	&#25257;	&#25257;	CJK	_cjk
25259	0000002214	&#25259;	&#25259;	CJK	_cjk
25260	0000000447	&#25260;	&#25260;	CJK	_cjk
25261	0000000002	&#25261;	&#25261;	CJK	_cjk
25263	0000000001	&#25263;	&#25263;	CJK	_cjk
25265	0000017254	&#25265;	&#25265;	CJK	_cjk
25269	0000007820	&#25269;	&#25269;	CJK	_cjk
25273	0000002102	&#25273;	&#25273;	CJK	_cjk
25274	0000000003	&#25274;	&#25274;	CJK	_cjk
25275	0000000007	&#25275;	&#25275;	CJK	_cjk
25276	0000019975	&#25276;	&#25276;	CJK	_cjk
25277	0000006853	&#25277;	&#25277;	CJK	_cjk
25279	0000000009	&#25279;	&#25279;	CJK	_cjk
25282	0000000080	&#25282;	&#25282;	CJK	_cjk
25284	0000000010	&#25284;	&#25284;	CJK	_cjk
25285	0000010895	&#25285;	&#25285;	CJK	_cjk
25286	0000001217	&#25286;	&#25286;	CJK	_cjk
25287	0000000132	&#25287;	&#25287;	CJK	_cjk
25288	0000000030	&#25288;	&#25288;	CJK	_cjk
25289	0000011056	&#25289;	&#25289;	CJK	_cjk
25291	0000000258	&#25291;	&#25291;	CJK	_cjk
25292	0000000207	&#25292;	&#25292;	CJK	_cjk
25293	0000011017	&#25293;	&#25293;	CJK	_cjk
25294	0000000192	&#25294;	&#25294;	CJK	_cjk
25296	0000000697	&#25296;	&#25296;	CJK	_cjk
25297	0000000001	&#25297;	&#25297;	CJK	_cjk
25298	0000005056	&#25298;	&#25298;	CJK	_cjk
25299	0000002133	&#25299;	&#25299;	CJK	_cjk
25300	0000000871	&#25300;	&#25300;	CJK	_cjk
25302	0000001653	&#25302;	&#25302;	CJK	_cjk
25303	0000000717	&#25303;	&#25303;	CJK	_cjk
25304	0000002233	&#25304;	&#25304;	CJK	_cjk
25305	0000001049	&#25305;	&#25305;	CJK	_cjk
25306	0000000145	&#25306;	&#25306;	CJK	_cjk
25307	0000006683	&#25307;	&#25307;	CJK	_cjk
25308	0000003784	&#25308;	&#25308;	CJK	_cjk
25309	0000003383	&#25309;	&#25309;	CJK	_cjk
25311	0000001497	&#25311;	&#25311;	CJK	_cjk
25312	0000005189	&#25312;	&#25312;	CJK	_cjk
25313	0000006396	&#25313;	&#25313;	CJK	_cjk
25314	0000000061	&#25314;	&#25314;	CJK	_cjk
25315	0000000036	&#25315;	&#25315;	CJK	_cjk
25317	0000001246	&#25317;	&#25317;	CJK	_cjk
25318	0000000166	&#25318;	&#25318;	CJK	_cjk
25319	0000000068	&#25319;	&#25319;	CJK	_cjk
25320	0000000399	&#25320;	&#25320;	CJK	_cjk
25321	0000001936	&#25321;	&#25321;	CJK	_cjk
25324	0000004788	&#25324;	&#25324;	CJK	_cjk
25325	0000002220	&#25325;	&#25325;	CJK	_cjk
25326	0000000125	&#25326;	&#25326;	CJK	_cjk
25327	0000000372	&#25327;	&#25327;	CJK	_cjk
25329	0000000114	&#25329;	&#25329;	CJK	_cjk
25331	0000003903	&#25331;	&#25331;	CJK	_cjk
25332	0000000008	&#25332;	&#25332;	CJK	_cjk
25333	0000000037	&#25333;	&#25333;	CJK	_cjk
25334	0000006484	&#25334;	&#25334;	CJK	_cjk
25335	0000001121	&#25335;	&#25335;	CJK	_cjk
25337	0000000001	&#25337;	&#25337;	CJK	_cjk
25340	0000002164	&#25340;	&#25340;	CJK	_cjk
25341	0000000102	&#25341;	&#25341;	CJK	_cjk
25342	0000006217	&#25342;	&#25342;	CJK	_cjk
25343	0000007738	&#25343;	&#25343;	CJK	_cjk
25344	0000000009	&#25344;	&#25344;	CJK	_cjk
25345	0000127146	&#25345;	&#25345;	CJK	_cjk
25346	0000001480	&#25346;	&#25346;	CJK	_cjk
25351	0000045326	&#25351;	&#25351;	CJK	_cjk
25352	0000000002	&#25352;	&#25352;	CJK	_cjk
25353	0000003182	&#25353;	&#25353;	CJK	_cjk
25356	0000000012	&#25356;	&#25356;	CJK	_cjk
25357	0000000001	&#25357;	&#25357;	CJK	_cjk
25358	0000000011	&#25358;	&#25358;	CJK	_cjk
25361	0000007426	&#25361;	&#25361;	CJK	_cjk
25366	0000001604	&#25366;	&#25366;	CJK	_cjk
25369	0000008317	&#25369;	&#25369;	CJK	_cjk
25370	0000000065	&#25370;	&#25370;	CJK	_cjk
25371	0000000013	&#25371;	&#25371;	CJK	_cjk
25373	0000000010	&#25373;	&#25373;	CJK	_cjk
25374	0000000013	&#25374;	&#25374;	CJK	_cjk
25375	0000002801	&#25375;	&#25375;	CJK	_cjk
25376	0000000091	&#25376;	&#25376;	CJK	_cjk
25377	0000000246	&#25377;	&#25377;	CJK	_cjk
25379	0000000283	&#25379;	&#25379;	CJK	_cjk
25380	0000000379	&#25380;	&#25380;	CJK	_cjk
25381	0000000667	&#25381;	&#25381;	CJK	_cjk
25382	0000000002	&#25382;	&#25382;	CJK	_cjk
25384	0000006762	&#25384;	&#25384;	CJK	_cjk
25386	0000000305	&#25386;	&#25386;	CJK	_cjk
25387	0000002554	&#25387;	&#25387;	CJK	_cjk
25389	0000000003	&#25389;	&#25389;	CJK	_cjk
25391	0000023810	&#25391;	&#25391;	CJK	_cjk
25394	0000000001	&#25394;	&#25394;	CJK	_cjk
25397	0000000005	&#25397;	&#25397;	CJK	_cjk
25398	0000000001	&#25398;	&#25398;	CJK	_cjk
25401	0000000018	&#25401;	&#25401;	CJK	_cjk
25402	0000003114	&#25402;	&#25402;	CJK	_cjk
25403	0000000003	&#25403;	&#25403;	CJK	_cjk
25404	0000000001	&#25404;	&#25404;	CJK	_cjk
25405	0000000940	&#25405;	&#25405;	CJK	_cjk
25406	0000000027	&#25406;	&#25406;	CJK	_cjk
25407	0000003000	&#25407;	&#25407;	CJK	_cjk
25410	0000000048	&#25410;	&#25410;	CJK	_cjk
25413	0000000115	&#25413;	&#25413;	CJK	_cjk
25414	0000000177	&#25414;	&#25414;	CJK	_cjk
25417	0000003253	&#25417;	&#25417;	CJK	_cjk
25419	0000000011	&#25419;	&#25419;	CJK	_cjk
25420	0000000458	&#25420;	&#25420;	CJK	_cjk
25421	0000000167	&#25421;	&#25421;	CJK	_cjk
25422	0000000037	&#25422;	&#25422;	CJK	_cjk
25423	0000001393	&#25423;	&#25423;	CJK	_cjk
25424	0000001251	&#25424;	&#25424;	CJK	_cjk
25429	0000013103	&#25429;	&#25429;	CJK	_cjk
25431	0000000892	&#25431;	&#25431;	CJK	_cjk
25436	0000002199	&#25436;	&#25436;	CJK	_cjk
25438	0000000117	&#25438;	&#25438;	CJK	_cjk
25439	0000001002	&#25439;	&#25439;	CJK	_cjk
25441	0000000145	&#25441;	&#25441;	CJK	_cjk
25442	0000004040	&#25442;	&#25442;	CJK	_cjk
25443	0000000127	&#25443;	&#25443;	CJK	_cjk
25445	0000000020	&#25445;	&#25445;	CJK	_cjk
25447	0000001292	&#25447;	&#25447;	CJK	_cjk
25448	0000015634	&#25448;	&#25448;	CJK	_cjk
25449	0000000050	&#25449;	&#25449;	CJK	_cjk
25451	0000000005	&#25451;	&#25451;	CJK	_cjk
25453	0000000004	&#25453;	&#25453;	CJK	_cjk
25454	0000011092	&#25454;	&#25454;	CJK	_cjk
25455	0000000001	&#25455;	&#25455;	CJK	_cjk
25457	0000000040	&#25457;	&#25457;	CJK	_cjk
25458	0000000759	&#25458;	&#25458;	CJK	_cjk
25461	0000000001	&#25461;	&#25461;	CJK	_cjk
25462	0000000036	&#25462;	&#25462;	CJK	_cjk
25463	0000001978	&#25463;	&#25463;	CJK	_cjk
25466	0000000076	&#25466;	&#25466;	CJK	_cjk
25467	0000000874	&#25467;	&#25467;	CJK	_cjk
25469	0000000005	&#25469;	&#25469;	CJK	_cjk
25472	0000000290	&#25472;	&#25472;	CJK	_cjk
25474	0000000108	&#25474;	&#25474;	CJK	_cjk
25475	0000017317	&#25475;	&#25475;	CJK	_cjk
25476	0000000003	&#25476;	&#25476;	CJK	_cjk
25479	0000000009	&#25479;	&#25479;	CJK	_cjk
25480	0000017400	&#25480;	&#25480;	CJK	_cjk
25481	0000007701	&#25481;	&#25481;	CJK	_cjk
25483	0000000001	&#25483;	&#25483;	CJK	_cjk
25484	0000002616	&#25484;	&#25484;	CJK	_cjk
25485	0000000002	&#25485;	&#25485;	CJK	_cjk
25487	0000000281	&#25487;	&#25487;	CJK	_cjk
25488	0000000117	&#25488;	&#25488;	CJK	_cjk
25490	0000010202	&#25490;	&#25490;	CJK	_cjk
25494	0000000008	&#25494;	&#25494;	CJK	_cjk
25496	0000006457	&#25496;	&#25496;	CJK	_cjk
25497	0000000194	&#25497;	&#25497;	CJK	_cjk
25499	0000015283	&#25499;	&#25499;	CJK	_cjk
25503	0000000299	&#25503;	&#25503;	CJK	_cjk
25504	0000000173	&#25504;	&#25504;	CJK	_cjk
25505	0000007176	&#25505;	&#25505;	CJK	_cjk
25506	0000027069	&#25506;	&#25506;	CJK	_cjk
25507	0000000015	&#25507;	&#25507;	CJK	_cjk
25509	0000036370	&#25509;	&#25509;	CJK	_cjk
25511	0000006917	&#25511;	&#25511;	CJK	_cjk
25512	0000032191	&#25512;	&#25512;	CJK	_cjk
25513	0000000490	&#25513;	&#25513;	CJK	_cjk
25514	0000001449	&#25514;	&#25514;	CJK	_cjk
25516	0000000135	&#25516;	&#25516;	CJK	_cjk
25518	0000000013	&#25518;	&#25518;	CJK	_cjk
25519	0000000031	&#25519;	&#25519;	CJK	_cjk
25520	0000000561	&#25520;	&#25520;	CJK	_cjk
25521	0000000001	&#25521;	&#25521;	CJK	_cjk
25522	0000006405	&#25522;	&#25522;	CJK	_cjk
25523	0000000004	&#25523;	&#25523;	CJK	_cjk
25524	0000002208	&#25524;	&#25524;	CJK	_cjk
25527	0000000064	&#25527;	&#25527;	CJK	_cjk
25528	0000000007	&#25528;	&#25528;	CJK	_cjk
25529	0000000002	&#25529;	&#25529;	CJK	_cjk
25530	0000000075	&#25530;	&#25530;	CJK	_cjk
25531	0000001105	&#25531;	&#25531;	CJK	_cjk
25535	0000000001	&#25535;	&#25535;	CJK	_cjk
25536	0000000052	&#25536;	&#25536;	CJK	_cjk
25539	0000004354	&#25539;	&#25539;	CJK	_cjk
25540	0000000287	&#25540;	&#25540;	CJK	_cjk
25542	0000000183	&#25542;	&#25542;	CJK	_cjk
25544	0000000001	&#25544;	&#25544;	CJK	_cjk
25545	0000003451	&#25545;	&#25545;	CJK	_cjk
25549	0000000188	&#25549;	&#25549;	CJK	_cjk
25551	0000046929	&#25551;	&#25551;	CJK	_cjk
25552	0000033560	&#25552;	&#25552;	CJK	_cjk
25553	0000000001	&#25553;	&#25553;	CJK	_cjk
25554	0000002341	&#25554;	&#25554;	CJK	_cjk
25558	0000000050	&#25558;	&#25558;	CJK	_cjk
25562	0000005996	&#25562;	&#25562;	CJK	_cjk
25563	0000037190	&#25563;	&#25563;	CJK	_cjk
25564	0000000001	&#25564;	&#25564;	CJK	_cjk
25565	0000000001	&#25565;	&#25565;	CJK	_cjk
25569	0000011103	&#25569;	&#25569;	CJK	_cjk
25571	0000000091	&#25571;	&#25571;	CJK	_cjk
25574	0000000001	&#25574;	&#25574;	CJK	_cjk
25577	0000000008	&#25577;	&#25577;	CJK	_cjk
25578	0000000230	&#25578;	&#25578;	CJK	_cjk
25581	0000001311	&#25581;	&#25581;	CJK	_cjk
25582	0000003022	&#25582;	&#25582;	CJK	_cjk
25588	0000011506	&#25588;	&#25588;	CJK	_cjk
25589	0000000002	&#25589;	&#25589;	CJK	_cjk
25590	0000000288	&#25590;	&#25590;	CJK	_cjk
25592	0000000014	&#25592;	&#25592;	CJK	_cjk
25593	0000000031	&#25593;	&#25593;	CJK	_cjk
25594	0000007097	&#25594;	&#25594;	CJK	_cjk
25596	0000000002	&#25596;	&#25596;	CJK	_cjk
25597	0000000120	&#25597;	&#25597;	CJK	_cjk
25598	0000000016	&#25598;	&#25598;	CJK	_cjk
25600	0000000027	&#25600;	&#25600;	CJK	_cjk
25601	0000000088	&#25601;	&#25601;	CJK	_cjk
25602	0000000032	&#25602;	&#25602;	CJK	_cjk
25603	0000000001	&#25603;	&#25603;	CJK	_cjk
25605	0000000088	&#25605;	&#25605;	CJK	_cjk
25606	0000000005	&#25606;	&#25606;	CJK	_cjk
25613	0000007415	&#25613;	&#25613;	CJK	_cjk
25615	0000000228	&#25615;	&#25615;	CJK	_cjk
25616	0000000018	&#25616;	&#25616;	CJK	_cjk
25619	0000000109	&#25619;	&#25619;	CJK	_cjk
25620	0000000060	&#25620;	&#25620;	CJK	_cjk
25622	0000000951	&#25622;	&#25622;	CJK	_cjk
25623	0000000101	&#25623;	&#25623;	CJK	_cjk
25625	0000000001	&#25625;	&#25625;	CJK	_cjk
25628	0000007688	&#25628;	&#25628;	CJK	_cjk
25630	0000007876	&#25630;	&#25630;	CJK	_cjk
25632	0000000001	&#25632;	&#25632;	CJK	_cjk
25637	0000000018	&#25637;	&#25637;	CJK	_cjk
25638	0000000019	&#25638;	&#25638;	CJK	_cjk
25639	0000000010	&#25639;	&#25639;	CJK	_cjk
25642	0000000011	&#25642;	&#25642;	CJK	_cjk
25644	0000002623	&#25644;	&#25644;	CJK	_cjk
25645	0000005894	&#25645;	&#25645;	CJK	_cjk
25647	0000000001	&#25647;	&#25647;	CJK	_cjk
25652	0000000003	&#25652;	&#25652;	CJK	_cjk
25653	0000000259	&#25653;	&#25653;	CJK	_cjk
25654	0000001451	&#25654;	&#25654;	CJK	_cjk
25658	0000037843	&#25658;	&#25658;	CJK	_cjk
25661	0000000015	&#25661;	&#25661;	CJK	_cjk
25662	0000001392	&#25662;	&#25662;	CJK	_cjk
25664	0000000014	&#25664;	&#25664;	CJK	_cjk
25665	0000000041	&#25665;	&#25665;	CJK	_cjk
25666	0000002683	&#25666;	&#25666;	CJK	_cjk
25667	0000000014	&#25667;	&#25667;	CJK	_cjk
25668	0000001680	&#25668;	&#25668;	CJK	_cjk
25669	0000000001	&#25669;	&#25669;	CJK	_cjk
25670	0000000659	&#25670;	&#25670;	CJK	_cjk
25671	0000000686	&#25671;	&#25671;	CJK	_cjk
25672	0000000006	&#25672;	&#25672;	CJK	_cjk
25674	0000000188	&#25674;	&#25674;	CJK	_cjk
25681	0000000018	&#25681;	&#25681;	CJK	_cjk
25682	0000000021	&#25682;	&#25682;	CJK	_cjk
25684	0000000565	&#25684;	&#25684;	CJK	_cjk
25688	0000004980	&#25688;	&#25688;	CJK	_cjk
25692	0000000003	&#25692;	&#25692;	CJK	_cjk
25694	0000000016	&#25694;	&#25694;	CJK	_cjk
25695	0000000099	&#25695;	&#25695;	CJK	_cjk
25697	0000000001	&#25697;	&#25697;	CJK	_cjk
25701	0000000002	&#25701;	&#25701;	CJK	_cjk
25703	0000000212	&#25703;	&#25703;	CJK	_cjk
25705	0000006663	&#25705;	&#25705;	CJK	_cjk
25708	0000000001	&#25708;	&#25708;	CJK	_cjk
25709	0000000004	&#25709;	&#25709;	CJK	_cjk
25710	0000000001	&#25710;	&#25710;	CJK	_cjk
25711	0000000339	&#25711;	&#25711;	CJK	_cjk
25712	0000000004	&#25712;	&#25712;	CJK	_cjk
25715	0000000141	&#25715;	&#25715;	CJK	_cjk
25719	0000000002	&#25719;	&#25719;	CJK	_cjk
25720	0000001464	&#25720;	&#25720;	CJK	_cjk
25721	0000000016	&#25721;	&#25721;	CJK	_cjk
25722	0000000315	&#25722;	&#25722;	CJK	_cjk
25723	0000000023	&#25723;	&#25723;	CJK	_cjk
25725	0000000002	&#25725;	&#25725;	CJK	_cjk
25730	0000000011	&#25730;	&#25730;	CJK	_cjk
25731	0000024650	&#25731;	&#25731;	CJK	_cjk
25733	0000000007	&#25733;	&#25733;	CJK	_cjk
25734	0000000002	&#25734;	&#25734;	CJK	_cjk
25735	0000000228	&#25735;	&#25735;	CJK	_cjk
25736	0000000131	&#25736;	&#25736;	CJK	_cjk
25744	0000000770	&#25744;	&#25744;	CJK	_cjk
25745	0000000524	&#25745;	&#25745;	CJK	_cjk
25746	0000001695	&#25746;	&#25746;	CJK	_cjk
25747	0000000052	&#25747;	&#25747;	CJK	_cjk
25749	0000000301	&#25749;	&#25749;	CJK	_cjk
25752	0000000016	&#25752;	&#25752;	CJK	_cjk
25753	0000000005	&#25753;	&#25753;	CJK	_cjk
25754	0000000039	&#25754;	&#25754;	CJK	_cjk
25758	0000001526	&#25758;	&#25758;	CJK	_cjk
25761	0000000001	&#25761;	&#25761;	CJK	_cjk
25762	0000000004	&#25762;	&#25762;	CJK	_cjk
25763	0000000001	&#25763;	&#25763;	CJK	_cjk
25764	0000004620	&#25764;	&#25764;	CJK	_cjk
25765	0000000445	&#25765;	&#25765;	CJK	_cjk
25767	0000000001	&#25767;	&#25767;	CJK	_cjk
25769	0000000072	&#25769;	&#25769;	CJK	_cjk
25771	0000001638	&#25771;	&#25771;	CJK	_cjk
25772	0000000051	&#25772;	&#25772;	CJK	_cjk
25773	0000007300	&#25773;	&#25773;	CJK	_cjk
25774	0000020093	&#25774;	&#25774;	CJK	_cjk
25775	0000000001	&#25775;	&#25775;	CJK	_cjk
25776	0000000781	&#25776;	&#25776;	CJK	_cjk
25778	0000002964	&#25778;	&#25778;	CJK	_cjk
25781	0000000006	&#25781;	&#25781;	CJK	_cjk
25783	0000000002	&#25783;	&#25783;	CJK	_cjk
25784	0000000002	&#25784;	&#25784;	CJK	_cjk
25785	0000000046	&#25785;	&#25785;	CJK	_cjk
25786	0000000002	&#25786;	&#25786;	CJK	_cjk
25787	0000000036	&#25787;	&#25787;	CJK	_cjk
25788	0000000594	&#25788;	&#25788;	CJK	_cjk
25791	0000000249	&#25791;	&#25791;	CJK	_cjk
25792	0000000010	&#25792;	&#25792;	CJK	_cjk
25793	0000001646	&#25793;	&#25793;	CJK	_cjk
25794	0000000121	&#25794;	&#25794;	CJK	_cjk
25796	0000000014	&#25796;	&#25796;	CJK	_cjk
25797	0000000247	&#25797;	&#25797;	CJK	_cjk
25799	0000001292	&#25799;	&#25799;	CJK	_cjk
25802	0000001642	&#25802;	&#25802;	CJK	_cjk
25803	0000000398	&#25803;	&#25803;	CJK	_cjk
25805	0000013287	&#25805;	&#25805;	CJK	_cjk
25806	0000001251	&#25806;	&#25806;	CJK	_cjk
25810	0000000098	&#25810;	&#25810;	CJK	_cjk
25812	0000001364	&#25812;	&#25812;	CJK	_cjk
25816	0000000046	&#25816;	&#25816;	CJK	_cjk
25818	0000001611	&#25818;	&#25818;	CJK	_cjk
25822	0000000009	&#25822;	&#25822;	CJK	_cjk
25824	0000000542	&#25824;	&#25824;	CJK	_cjk
25825	0000000009	&#25825;	&#25825;	CJK	_cjk
25826	0000000091	&#25826;	&#25826;	CJK	_cjk
25828	0000000033	&#25828;	&#25828;	CJK	_cjk
25830	0000002045	&#25830;	&#25830;	CJK	_cjk
25831	0000000003	&#25831;	&#25831;	CJK	_cjk
25833	0000000001	&#25833;	&#25833;	CJK	_cjk
25836	0000004228	&#25836;	&#25836;	CJK	_cjk
25837	0000000001	&#25837;	&#25837;	CJK	_cjk
25839	0000000003	&#25839;	&#25839;	CJK	_cjk
25840	0000000007	&#25840;	&#25840;	CJK	_cjk
25841	0000000084	&#25841;	&#25841;	CJK	_cjk
25842	0000000170	&#25842;	&#25842;	CJK	_cjk
25844	0000000524	&#25844;	&#25844;	CJK	_cjk
25846	0000000002	&#25846;	&#25846;	CJK	_cjk
25847	0000000036	&#25847;	&#25847;	CJK	_cjk
25850	0000000776	&#25850;	&#25850;	CJK	_cjk
25851	0000000003	&#25851;	&#25851;	CJK	_cjk
25853	0000000006	&#25853;	&#25853;	CJK	_cjk
25854	0000000583	&#25854;	&#25854;	CJK	_cjk
25856	0000000297	&#25856;	&#25856;	CJK	_cjk
25862	0000000001	&#25862;	&#25862;	CJK	_cjk
25871	0000000065	&#25871;	&#25871;	CJK	_cjk
25874	0000000157	&#25874;	&#25874;	CJK	_cjk
25876	0000000090	&#25876;	&#25876;	CJK	_cjk
25878	0000000001	&#25878;	&#25878;	CJK	_cjk
25880	0000000076	&#25880;	&#25880;	CJK	_cjk
25881	0000000001	&#25881;	&#25881;	CJK	_cjk
25884	0000000183	&#25884;	&#25884;	CJK	_cjk
25885	0000001383	&#25885;	&#25885;	CJK	_cjk
25886	0000000057	&#25886;	&#25886;	CJK	_cjk
25888	0000000004	&#25888;	&#25888;	CJK	_cjk
25890	0000000002	&#25890;	&#25890;	CJK	_cjk
25891	0000000603	&#25891;	&#25891;	CJK	_cjk
